Contrast,RMS,Correlation,Skewness,Kurtosis,Variance,Standard_Deviation,Output
0.144056373,7.80220674,0.940437515,2.075429245,6.466660823,1958.142779,53.43241869,0
0.146997549,7.706433247,0.937805525,2.1194122,6.67089544,1954.819125,52.69745634,0
0.149080882,8.068396933,0.93956899,2.028662745,6.259695313,2027.156908,53.86598857,0
0.155315564,8.353713755,0.938938237,1.975112492,6.021536199,2067.320282,54.72432606,0
0.102083333,7.245716306,0.94090573,2.145646897,7.092798078,1309.152295,42.68103216,0
0.108547794,7.430790217,0.938337803,2.131004705,7.006247476,1370.044275,43.32559993,0
0.295955882,11.2691266,0.937313128,0.864931878,2.563251252,2518.758824,64.5961658,0
0.465242034,11.81385285,0.928386384,0.73799937,2.303052578,3554.819178,73.72332065,0
0.399417892,11.50858586,0.934244903,0.825905667,2.448137934,3216.29941,72.1475797,0
0.393244485,13.38752843,0.947913073,0.297790757,1.794694171,4431.73018,78.99269921,0
0.506341912,10.82944589,0.903782229,1.130847375,3.122408322,4030.863024,67.18064033,0
0.392876838,13.45518945,0.946479042,0.266398239,1.791581346,4035.617411,77.76171912,0
0.404947917,13.3742473,0.947319645,0.283445762,1.776869613,4339.593862,78.36585709,0
0.298651961,7.106730136,0.790237536,2.614906176,9.687011074,1142.267323,38.37969084,0
0.231112132,7.519908497,0.870801937,2.172671978,7.059525842,1292.835767,42.4075835,0
0.525229779,8.703857969,0.942192802,0.963491718,2.335017022,4678.75065,81.23079968,0
0.275643382,7.541940112,0.850236935,2.184799638,7.126503976,1322.513261,43.04979354,0
0.245143995,11.85020347,0.95039078,0.740182925,2.319333791,2684.715204,65.18608725,0
0.258210784,7.833396138,0.841926082,2.149643173,7.031039938,1232.468355,41.17908046,0
0.251210172,11.99899634,0.9478944,0.728483328,2.283375107,2705.483313,64.17236919,0
0.308164828,12.50569173,0.953694206,0.678414611,2.196795393,3826.067631,74.98381566,0
0.267723652,11.91689134,0.960290327,0.712221424,2.158412771,4118.564783,72.18104629,0
0.267141544,11.91443233,0.960358226,0.712766891,2.159045514,4117.870806,72.17158793,0
0.601424632,8.678491682,0.943641187,1.099205104,2.463057541,6503.397022,85.37266263,0
0.310033701,12.3775399,0.948223109,0.726405161,2.216885324,3710.121789,71.97640325,0
0.272564338,10.93388419,0.947522705,1.04156347,2.878978226,3545.263748,69.74812872,0
0.299708946,11.23333923,0.952943747,1.091842388,2.967082745,3992.210463,71.45418008,0
0.274877451,11.32367767,0.953373297,0.996943847,2.728219438,3719.96501,72.21256345,0
0.274877451,11.32367767,0.953373297,0.996943847,2.728219438,3719.96501,72.21256345,0
0.284727328,11.50816705,0.948382049,1.014206256,2.799359563,3501.915845,71.07810284,0
0.208517157,11.49573188,0.962252625,1.021827701,2.795913279,3602.318477,70.60611142,0
0.250628064,12.05592065,0.953894488,0.906039725,2.588342866,3652.888395,69.27702896,0
0.306893382,11.2829909,0.95109575,0.925439875,2.567850623,3866.027416,71.95649719,0
0.254748775,11.32013965,0.956327498,0.92509293,2.530025466,3705.350399,72.21329566,0
0.252205882,11.89664891,0.960496152,0.73616562,2.197917144,3945.694384,74.94319494,0
0.301731005,11.58118504,0.954137371,0.882130023,2.506960642,4126.188351,75.54563587,0
0.239767157,12.69700359,0.961606238,0.598642341,2.087185101,3866.754231,75.17015521,0
0.236351103,12.22179177,0.957523024,0.786559242,2.313531065,3824.433653,74.16086102,0
0.261734069,12.54086183,0.951142309,0.742163393,2.275713485,3685.376778,75.490482,0
0.378538603,12.13280133,0.935745258,0.609117664,2.032037789,3811.479805,76.19006771,0
0.389338235,10.88892663,0.91339873,1.096633002,2.875281727,3297.208813,68.89071204,0
0.417830882,10.85123973,0.920938932,1.062542669,2.840813413,3737.872463,70.18071196,0
0.432169118,10.84837529,0.913560141,1.109633399,2.968006101,3431.747811,68.92714423,0
0.506954657,10.51057812,0.911100847,1.13215705,2.980046794,3904.11461,70.43029993,0
0.495557598,11.64129118,0.925529002,0.830804455,2.37403065,4138.334553,75.1560347,0
0.612561275,10.62892805,0.906617073,0.971403733,2.561348289,4051.052311,73.25301382,0
0.551378676,10.64211609,0.88666679,1.182677552,3.113142137,3818.223161,67.99395273,0
0.62489277,11.72709219,0.907461325,0.76262214,2.217472297,4556.631232,75.52810559,0
0.628186275,11.61205655,0.911706096,0.731460194,2.16493315,4504.33537,76.83980075,0
0.591957721,11.28589907,0.919812124,0.760810142,2.188533272,4406.999748,77.75521911,0
0.417493873,11.28262058,0.941152289,0.83457252,2.330533044,4368.376589,77.19655836,0
0.409160539,10.63043396,0.940544685,0.894473469,2.412521601,4214.248422,76.96533486,0
0.345297181,10.72440577,0.950496272,0.908038485,2.426709216,4393.372053,76.61247573,0
0.364828431,11.46552083,0.951160797,0.679148047,2.057215005,4445.039161,79.69377752,0
0.397426471,12.04539751,0.945780413,0.596233048,1.98110583,4575.976034,79.61856566,0
0.485508578,11.37285377,0.930451706,0.746708797,2.193630964,4416.206666,77.68762361,0
0.358609069,11.39264455,0.941585002,0.85533509,2.406243876,4369.388733,75.63892937,0
0.356724877,11.79127741,0.945374646,0.745051472,2.221447675,4436.287561,77.5454528,0
0.440027574,11.25566733,0.929181296,0.926339513,2.494280011,4216.980599,75.82872511,0
0.507506127,11.90092525,0.921301514,0.744171357,2.196000915,4306.557229,76.55149741,0
0.507506127,11.90092525,0.921301514,0.744171357,2.196000915,4306.557229,76.55149741,0
0.74833027,10.54673407,0.881722607,1.234960156,3.293884235,4290.893152,69.92482978,0
0.35479473,9.395451293,0.929287268,1.767686093,5.123841632,3221.75176,60.8569533,0
0.669255515,9.668718301,0.872423591,1.524058337,4.288380105,3422.012587,63.45351299,0
0.255882353,10.98582308,0.917924086,1.327419495,3.797833927,2715.754053,56.27317222,0
0.190012255,10.93231626,0.941603875,1.287405328,3.566095609,2951.477745,59.51983838,0
0.13916973,5.957524261,0.948690311,2.505687065,8.39071761,2083.983958,52.15051084,0
0.302757353,8.910745686,0.951610899,1.772720751,5.020662335,3705.346421,64.59613011,0
0.307582721,9.280257397,0.941705407,1.693986298,4.83240444,2958.262493,63.39766853,0
0.24463848,9.80798368,0.942420944,1.574102301,4.568413997,2722.398498,56.91987694,0
0.282429534,9.496145042,0.932965744,1.600085438,4.640176613,2622.720004,56.62376638,0
0.318995098,10.81136953,0.932150366,1.408392777,3.962534959,2727.218614,56.23680341,0
0.300750613,10.29337113,0.937980061,1.51914521,4.411700755,2907.076369,56.78651435,0
0.350995711,10.95744976,0.926598753,1.356968606,3.873379826,3088.051451,59.52731533,0
0.334313725,10.97580795,0.927431655,1.361721565,3.923455806,3007.606905,58.4638522,0
0.219546569,9.228589323,0.943926261,1.687377456,4.853075725,2617.612318,58.0118063,0
0.262408088,10.07051023,0.966256558,1.062085159,2.662796676,4319.286671,76.38609069,0
0.244240196,9.892791935,0.945794751,1.057028484,2.812142391,2909.86545,62.05905898,0
0.212469363,9.603258387,0.958896029,1.150107265,2.945106499,3205.059053,65.78268694,0
0.104901961,10.15700612,0.966012421,1.246251826,3.380313194,2176.06117,56.97397418,0
0.116237745,10.52589254,0.977255882,1.203642024,3.218633878,3587.70543,72.43667707,0
0.134099265,9.683291892,0.965481965,1.402008983,3.796277862,2825.596529,63.25944686,0
0.163756127,9.884280258,0.967923772,1.318908345,3.532784081,3525.962913,70.95848803,0
0.157950368,10.16780165,0.967364421,1.25114446,3.33310786,3483.192466,70.97241351,0
0.250122549,10.99369042,0.953120233,1.214766646,3.372392158,3311.58502,63.67436603,0
0.815119485,10.58640085,0.886777188,1.108409364,2.885658802,4917.459593,74.05310212,0
0.277083333,8.017354253,0.935474542,2.004758542,5.990506775,2971.25547,57.67004018,0
0.52098652,9.580801454,0.883559203,1.589997696,4.534865107,3198.609204,59.60462838,0
